"X","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
1734045,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3813,-86.3593,NA,NA,NA,NA
1734070,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
1734095,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3776,-86.1523,NA,NA,NA,NA
1734122,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.2923,-86.0245,NA,NA,NA,NA
1734148,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.274,-85.9961,NA,NA,NA,NA
1734174,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3746,-86.1853,NA,NA,NA,NA
1734227,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
1734255,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
1734281,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3892,-86.089,NA,NA,NA,NA
1734305,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
1734333,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
1734386,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
1734414,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.415,-86.243,NA,NA,NA,NA
1734443,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
1734470,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3469,-86.0694,NA,NA,NA,NA
1734498,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.3717,-86.2655,NA,NA,NA,NA
1734527,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-03,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
1734626,"Mosquito surveillance in South Walton County, Florida, USA. 2016","DOI:10.5281/zenodo.1220176,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000264","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2016-10-06,NA,0,"female","adult","Walton County",NA,30.3813,-86.3593,NA,NA,NA,NA
